ชื่ออาหาร,จำนวน,ราคา,มูลค่า
ซุปหน่อไม้,5,37,185
ตำแตง,2,100,200
ตำปู,5,109,545
น้ำตกหมู,4,69,276
ตำไทย,3,126,378
หมูยอ,4,110,440
ตำปู,5,51,255
หมูยอ,2,70,140
ปลาดุกย่าง,4,66,264
ตำปู,2,66,132
ปลาดุกย่าง,3,48,144
ก้อยปลา,3,36,108
แกงอ่อม,3,49,147
ตำปู,1,149,149
ตำไทย,3,134,402
ไส้กรอกอีสาน,5,49,245
น้ำตกหมู,5,88,440
ข้าวจี่,4,37,148
ต้มแซ่บ,5,47,235
ข้าวจี่,5,41,205
ปลาร้าบอง,5,124,620
ข้าวจี่,2,55,110
ตำไทย,2,54,108
ตำแตง,2,98,196
แกงอ่อม,3,54,162
ไส้กรอกอีสาน,3,143,429
ปลาร้าบอง,5,123,615
ซุปหน่อไม้,2,85,170
ไก่ย่าง,2,138,276
แจ่วบอง,4,144,576
ต้มแซ่บ,1,33,33
แหนม,4,69,276
ตำปู,3,118,354
ข้าวเหนียว,2,131,262
ส้มตำ,2,59,118
ลาบหมู,2,55,110
ข้าวจี่,2,108,216
ตำแตง,3,111,333
ตำไทย,4,119,476
หมูยอ,1,54,54
ข้าวเหนียว,1,39,39
ปลาดุกย่าง,4,146,584
ไก่ย่าง,3,38,114
ก้อยปลา,2,56,112
ตำแตง,1,58,58
ก้อยปลา,3,123,369
ตำปู,2,148,296
ข้าวจี่,1,109,109
ข้าวจี่,3,147,441
ซุปหน่อไม้,5,126,630
หมกหน่อไม้,5,47,235
ปลาร้าบอง,3,140,420
ข้าวเหนียว,2,54,108
ซุปหน่อไม้,2,140,280
ส้มตำ,2,114,228
ปลาดุกย่าง,3,36,108
ซุปหน่อไม้,4,112,448
ตำไทย,3,95,285
ปลาดุกย่าง,3,110,330
ต้มแซ่บ,5,66,330
ไก่ย่าง,5,149,745
ตำปู,1,143,143
ต้มแซ่บ,3,148,444
ไส้กรอกอีสาน,5,42,210
ต้มแซ่บ,3,83,249
หมูยอ,5,57,285
แจ่วบอง,4,30,120
แจ่วบอง,4,98,392
ก้อยปลา,1,70,70
ไส้กรอกอีสาน,5,41,205
ก้อยปลา,4,82,328
ส้มตำ,5,118,590
แกงอ่อม,4,137,548
ข้าวจี่,2,52,104
ไก่ย่าง,4,76,304
ข้าวจี่,1,72,72
ตำแตง,3,134,402
ตำแตง,5,110,550
ไส้กรอกอีสาน,5,107,535
แจ่วบอง,1,143,143
ตำแตง,3,74,222
แกงอ่อม,1,73,73
ลาบหมู,2,83,166
แหนม,3,30,90
ข้าวจี่,4,102,408
ไส้กรอกอีสาน,3,105,315
ตำไทย,2,115,230
ก้อยปลา,4,97,388
ไส้กรอกอีสาน,5,150,750
ปลาร้าบอง,4,66,264
ตำแตง,4,62,248
ซุปหน่อไม้,4,96,384
ลาบหมู,4,129,516
ก้อยปลา,3,36,108
ไส้กรอกอีสาน,1,92,92
หมกหน่อไม้,4,131,524
ตำแตง,2,117,234
ตำปู,4,142,568
ตำแตง,2,63,126
แจ่วบอง,5,121,605
ข้าวเหนียว,5,32,160
หมกหน่อไม้,2,105,210
ตำปู,1,58,58
น้ำตกหมู,3,81,243
ข้าวเหนียว,5,39,195
ตำแตง,2,72,144
น้ำตกหมู,2,59,118
ข้าวเหนียว,2,81,162
น้ำตกหมู,1,105,105
ไก่ย่าง,1,66,66
ไก่ย่าง,4,65,260
น้ำตกหมู,1,138,138
ต้มแซ่บ,1,122,122
ตำแตง,5,68,340
ตำไทย,2,117,234
ซุปหน่อไม้,1,129,129
หมูยอ,2,147,294
ตำไทย,1,52,52
ส้มตำ,2,39,78
แกงอ่อม,3,40,120
ก้อยปลา,1,43,43
ซุปหน่อไม้,5,92,460
ก้อยปลา,1,60,60
ปลาร้าบอง,4,33,132
ซุปหน่อไม้,2,131,262
ต้มแซ่บ,3,113,339
แจ่วบอง,5,105,525
ตำแตง,5,119,595
ซุปหน่อไม้,3,136,408
ต้มแซ่บ,5,96,480
ข้าวจี่,2,98,196
ก้อยปลา,5,33,165
ซุปหน่อไม้,4,60,240
ไก่ย่าง,4,101,404
แจ่วบอง,4,138,552
ไก่ย่าง,1,74,74
ส้มตำ,3,50,150
ไก่ย่าง,1,48,48
ข้าวเหนียว,2,59,118
ตำปู,3,45,135
แหนม,1,37,37
แหนม,5,149,745
แหนม,1,72,72
ลาบหมู,3,84,252
ไก่ย่าง,5,76,380
ไก่ย่าง,3,93,279
น้ำตกหมู,4,53,212
ไก่ย่าง,1,111,111
ต้มแซ่บ,3,41,123
ไก่ย่าง,5,109,545
หมูยอ,3,77,231
ปลาดุกย่าง,1,150,150
ไส้กรอกอีสาน,2,59,118
ต้มแซ่บ,2,37,74
แกงอ่อม,4,57,228
ตำปู,2,72,144
แกงอ่อม,2,142,284
ไส้กรอกอีสาน,5,55,275
หมกหน่อไม้,3,43,129
ลาบหมู,4,113,452
ตำไทย,4,94,376
ข้าวเหนียว,4,92,368
ซุปหน่อไม้,1,65,65
ไก่ย่าง,1,99,99
ส้มตำ,5,48,240
แกงอ่อม,1,141,141
แกงอ่อม,2,78,156
แกงอ่อม,5,132,660
ปลาร้าบอง,4,73,292
แกงอ่อม,2,55,110
ตำไทย,2,107,214
ไส้กรอกอีสาน,2,88,176
ตำปู,2,97,194
น้ำตกหมู,5,112,560
ข้าวจี่,5,84,420
ข้าวเหนียว,2,66,132
หมูยอ,2,92,184
ข้าวจี่,3,109,327
หมกหน่อไม้,1,66,66
ก้อยปลา,2,68,136
หมูยอ,3,148,444
ปลาดุกย่าง,3,140,420
แหนม,3,93,279
ต้มแซ่บ,2,31,62
ตำปู,4,85,340
หมูยอ,2,68,136
ไส้กรอกอีสาน,4,66,264
ไส้กรอกอีสาน,3,46,138
แกงอ่อม,4,133,532
ลาบหมู,5,32,160
แจ่วบอง,4,148,592
แกงอ่อม,5,110,550
ข้าวจี่,3,35,105
ข้าวเหนียว,4,52,208
ส้มตำ,2,47,94
ปลาร้าบอง,2,106,212
ซุปหน่อไม้,5,78,390
น้ำตกหมู,1,84,84
ตำแตง,2,95,190
ซุปหน่อไม้,2,108,216
ข้าวจี่,3,35,105
ก้อยปลา,4,44,176
ตำไทย,1,69,69
ตำแตง,3,82,246
ข้าวจี่,4,33,132
หมูยอ,1,123,123
ไส้กรอกอีสาน,1,103,103
ตำไทย,3,136,408
ตำปู,2,80,160
หมูยอ,2,64,128
ก้อยปลา,3,142,426
น้ำตกหมู,3,54,162
ตำไทย,5,118,590
ลาบหมู,4,124,496
ไก่ย่าง,1,107,107
ตำไทย,5,123,615
หมกหน่อไม้,1,39,39
หมกหน่อไม้,5,53,265
ตำแตง,3,124,372
น้ำตกหมู,1,125,125
ลาบหมู,1,44,44
ข้าวจี่,3,88,264
ปลาร้าบอง,1,128,128
หมกหน่อไม้,3,101,303
หมูยอ,3,102,306
ต้มแซ่บ,4,86,344
ปลาร้าบอง,1,120,120
ข้าวจี่,1,49,49
ส้มตำ,2,95,190
หมูยอ,2,128,256
แจ่วบอง,1,54,54
ข้าวเหนียว,5,131,655
ตำปู,1,76,76
แกงอ่อม,5,114,570
ตำปู,1,89,89
ปลาดุกย่าง,3,79,237
ข้าวจี่,5,39,195
ลาบหมู,1,70,70
ตำแตง,4,92,368
ตำแตง,4,68,272
ส้มตำ,3,43,129
แกงอ่อม,4,32,128
ไก่ย่าง,4,85,340
ตำแตง,4,64,256
ตำแตง,5,74,370
แหนม,1,41,41
ส้มตำ,4,117,468
ส้มตำ,3,64,192
ต้มแซ่บ,4,78,312
ส้มตำ,4,30,120
ข้าวจี่,3,118,354
ข้าวจี่,4,63,252
ตำไทย,2,53,106
ไก่ย่าง,5,51,255
ข้าวเหนียว,3,84,252
แจ่วบอง,4,94,376
แจ่วบอง,1,100,100
แกงอ่อม,1,139,139
ตำไทย,3,48,144
แกงอ่อม,5,52,260
แหนม,2,146,292
แจ่วบอง,5,149,745
ข้าวเหนียว,1,147,147
ต้มแซ่บ,4,132,528
แกงอ่อม,4,109,436
ก้อยปลา,1,114,114
ตำแตง,4,143,572
ต้มแซ่บ,5,116,580
แกงอ่อม,3,67,201
น้ำตกหมู,5,150,750
ไส้กรอกอีสาน,3,73,219
ปลาร้าบอง,4,137,548
แกงอ่อม,2,31,62
หมกหน่อไม้,4,43,172
ตำปู,2,100,200
ข้าวเหนียว,4,44,176
ตำไทย,3,148,444
ตำแตง,4,47,188
ปลาร้าบอง,2,50,100
ตำไทย,3,68,204
น้ำตกหมู,3,107,321
หมูยอ,5,70,350
แหนม,3,106,318
ตำแตง,4,36,144
ก้อยปลา,5,75,375
แจ่วบอง,2,109,218
ก้อยปลา,4,132,528
ซุปหน่อไม้,2,93,186
ตำปู,1,83,83
ปลาดุกย่าง,3,74,222
แกงอ่อม,3,104,312
แกงอ่อม,2,134,268
แกงอ่อม,3,42,126
ตำแตง,5,131,655
แหนม,2,119,238
แหนม,2,54,108
น้ำตกหมู,3,65,195
ส้มตำ,2,55,110
ซุปหน่อไม้,5,80,400
หมกหน่อไม้,1,148,148
ก้อยปลา,3,37,111
ซุปหน่อไม้,2,83,166
แหนม,1,105,105
แจ่วบอง,3,37,111
หมกหน่อไม้,3,124,372
ตำไทย,4,80,320
ข้าวเหนียว,1,47,47
ก้อยปลา,4,45,180
แจ่วบอง,1,137,137
แจ่วบอง,4,114,456
ส้มตำ,4,135,540
ตำปู,2,97,194
ข้าวเหนียว,2,98,196
แหนม,2,106,212
ปลาดุกย่าง,5,50,250
ตำไทย,5,118,590
ข้าวเหนียว,3,142,426
ปลาดุกย่าง,2,39,78
ปลาร้าบอง,3,40,120
ลาบหมู,3,62,186
ส้มตำ,2,72,144
ตำปู,3,127,381
แจ่วบอง,1,61,61
ข้าวเหนียว,5,97,485
ปลาร้าบอง,1,128,128
ตำไทย,1,109,109
ข้าวเหนียว,5,72,360
ปลาร้าบอง,3,44,132
ตำไทย,4,39,156
ซุปหน่อไม้,2,80,160
ปลาร้าบอง,1,110,110
หมกหน่อไม้,2,145,290
หมกหน่อไม้,5,150,750
ก้อยปลา,3,79,237
ปลาร้าบอง,5,58,290
ตำไทย,2,50,100
แหนม,1,66,66
ต้มแซ่บ,2,133,266
ข้าวจี่,3,118,354
แจ่วบอง,2,40,80
ตำปู,4,123,492
ก้อยปลา,2,143,286
ตำแตง,3,96,288
ข้าวเหนียว,1,83,83
ข้าวจี่,2,63,126
ข้าวจี่,3,112,336
หมกหน่อไม้,3,119,357
ก้อยปลา,1,91,91
ข้าวจี่,5,57,285
ซุปหน่อไม้,4,91,364
แกงอ่อม,4,138,552
หมกหน่อไม้,3,79,237
หมูยอ,1,69,69
ข้าวเหนียว,3,124,372
ตำปู,3,87,261
หมูยอ,3,54,162
ลาบหมู,4,137,548
ตำปู,5,72,360
แกงอ่อม,3,52,156
ข้าวเหนียว,4,77,308
ตำปู,1,145,145
ไส้กรอกอีสาน,5,81,405
ตำปู,4,124,496
ลาบหมู,5,101,505
ต้มแซ่บ,5,61,305
ข้าวจี่,4,149,596
ต้มแซ่บ,5,108,540
ปลาร้าบอง,3,114,342
ก้อยปลา,4,144,576
ปลาดุกย่าง,3,35,105
ตำปู,2,114,228
แกงอ่อม,5,89,445
ข้าวจี่,4,132,528
แจ่วบอง,4,30,120
ก้อยปลา,4,105,420
หมกหน่อไม้,5,145,725
ตำไทย,5,54,270
ปลาดุกย่าง,1,141,141
ลาบหมู,1,75,75
แจ่วบอง,5,128,640
แจ่วบอง,1,73,73
ไก่ย่าง,4,33,132
ตำไทย,5,39,195
ส้มตำ,1,31,31
ส้มตำ,2,50,100
ลาบหมู,5,125,625
ต้มแซ่บ,4,90,360
ปลาร้าบอง,4,78,312
หมกหน่อไม้,5,43,215
ข้าวเหนียว,4,68,272
ก้อยปลา,3,57,171
แหนม,2,132,264
ข้าวเหนียว,4,59,236
แกงอ่อม,5,72,360
ลาบหมู,2,127,254
ข้าวเหนียว,2,139,278
ต้มแซ่บ,2,111,222
ตำแตง,1,45,45
น้ำตกหมู,4,123,492
ตำแตง,2,127,254
แหนม,5,39,195
ก้อยปลา,4,62,248
ข้าวจี่,4,63,252
ปลาดุกย่าง,5,125,625
ตำแตง,1,42,42
ข้าวจี่,2,30,60
ปลาร้าบอง,5,99,495
แกงอ่อม,1,86,86
ตำแตง,5,87,435
ลาบหมู,5,136,680
น้ำตกหมู,4,75,300
ตำไทย,5,38,190
ตำแตง,2,86,172
ซุปหน่อไม้,4,94,376
ส้มตำ,4,136,544
แกงอ่อม,2,127,254
ไก่ย่าง,2,46,92
ปลาดุกย่าง,4,63,252
แกงอ่อม,5,124,620
ก้อยปลา,3,102,306
ลาบหมู,2,84,168
ไส้กรอกอีสาน,4,108,432
น้ำตกหมู,5,135,675
ตำแตง,5,123,615
ไก่ย่าง,4,90,360
แจ่วบอง,1,113,113
แหนม,1,126,126
ไส้กรอกอีสาน,4,57,228
น้ำตกหมู,1,46,46
ข้าวจี่,2,113,226
หมกหน่อไม้,1,63,63
ซุปหน่อไม้,3,139,417
แหนม,2,87,174
แกงอ่อม,1,77,77
ตำแตง,5,63,315
ปลาร้าบอง,1,54,54
ปลาดุกย่าง,4,44,176
แกงอ่อม,5,97,485
ต้มแซ่บ,2,114,228
ก้อยปลา,3,41,123
ก้อยปลา,2,53,106
ข้าวจี่,1,65,65
หมกหน่อไม้,1,129,129
ก้อยปลา,1,37,37
ตำไทย,4,97,388
ตำแตง,3,39,117
ต้มแซ่บ,3,126,378
ปลาร้าบอง,5,149,745
ต้มแซ่บ,1,36,36
ส้มตำ,2,134,268
ไก่ย่าง,5,67,335
ข้าวเหนียว,3,57,171
ปลาร้าบอง,4,54,216
ข้าวเหนียว,2,68,136
ไก่ย่าง,4,102,408
น้ำตกหมู,2,88,176
แกงอ่อม,3,118,354
ไก่ย่าง,5,72,360
